date,open,high,low,close,volume
2024-08-05 05:22:00,1.093395,1.09351,1.093355,1.09345,248
2024-08-05 05:23:00,1.093455,1.09351,1.09336,1.093375,295
2024-08-05 05:24:00,1.09338,1.09338,1.09314,1.09315,209
2024-08-05 05:25:00,1.093155,1.09341,1.09314,1.09334,228
2024-08-05 05:26:00,1.09335,1.09343,1.093185,1.09321,327
2024-08-05 05:27:00,1.093215,1.093215,1.09288,1.09306,275
2024-08-05 05:28:00,1.093055,1.09322,1.09305,1.093165,292
2024-08-05 05:29:00,1.093155,1.093205,1.093045,1.093115,282
2024-08-05 05:30:00,1.093105,1.09313,1.09299,1.09309,270
2024-08-05 05:31:00,1.09308,1.093225,1.09304,1.0932,241
2024-08-05 05:32:00,1.0932,1.093245,1.09296,1.093035,294
2024-08-05 05:33:00,1.093035,1.09306,1.092695,1.092805,260
2024-08-05 05:34:00,1.09281,1.092975,1.09281,1.092905,326
2024-08-05 05:35:00,1.0929,1.092915,1.092695,1.092815,242
2024-08-05 05:36:00,1.09281,1.09297,1.092775,1.0929,264
2024-08-05 05:37:00,1.092895,1.092945,1.092835,1.09292,275
2024-08-05 05:38:00,1.092915,1.09327,1.0929,1.09321,348
2024-08-05 05:39:00,1.09322,1.093705,1.09317,1.09367,465
2024-08-05 05:40:00,1.09367,1.093695,1.09347,1.09357,467
2024-08-05 05:41:00,1.09357,1.093865,1.093495,1.093565,526
2024-08-05 05:42:00,1.093565,1.093705,1.09313,1.09316,494
2024-08-05 05:43:00,1.093165,1.093385,1.09315,1.09323,393
2024-08-05 05:44:00,1.09323,1.093355,1.093165,1.093325,443
2024-08-05 05:45:00,1.09333,1.093345,1.09284,1.09288,374
2024-08-05 05:46:00,1.092885,1.092925,1.0926,1.092755,374
2024-08-05 05:47:00,1.092755,1.09305,1.092755,1.09304,292
2024-08-05 05:48:00,1.09306,1.093065,1.092805,1.092835,309
2024-08-05 05:49:00,1.09284,1.092845,1.092585,1.092645,330
2024-08-05 05:50:00,1.09265,1.092695,1.09258,1.092655,296
2024-08-05 05:51:00,1.092655,1.09266,1.092295,1.092305,232
2024-08-05 05:52:00,1.09232,1.092355,1.09187,1.09187,350
2024-08-05 05:53:00,1.09186,1.092095,1.091825,1.09201,519
2024-08-05 05:54:00,1.092005,1.092155,1.09169,1.091745,394
2024-08-05 05:55:00,1.091745,1.09198,1.091635,1.091915,544
2024-08-05 05:56:00,1.09192,1.092095,1.0919,1.09196,419
2024-08-05 05:57:00,1.091955,1.091965,1.091635,1.09166,404
2024-08-05 05:58:00,1.091665,1.091815,1.091605,1.09161,367
2024-08-05 05:59:00,1.091615,1.09169,1.091195,1.09124,435
2024-08-05 06:00:00,1.091255,1.0917,1.09122,1.09142,717
2024-08-05 06:01:00,1.091425,1.09171,1.0914,1.091605,629
2024-08-05 06:02:00,1.091595,1.091785,1.091365,1.091445,631
2024-08-05 06:03:00,1.09146,1.09154,1.09091,1.09099,790
2024-08-05 06:04:00,1.090995,1.091025,1.09058,1.09058,655
2024-08-05 06:05:00,1.090585,1.091015,1.09053,1.09067,624
2024-08-05 06:06:00,1.090645,1.09099,1.090415,1.09092,584
2024-08-05 06:07:00,1.09092,1.090965,1.08989,1.0899,535
2024-08-05 06:08:00,1.08989,1.09019,1.089605,1.089865,628
2024-08-05 06:09:00,1.08987,1.09013,1.089815,1.090065,573
2024-08-05 06:10:00,1.09006,1.090235,1.08954,1.09003,670
2024-08-05 06:11:00,1.09,1.090055,1.08948,1.090055,492
2024-08-05 06:12:00,1.090065,1.090065,1.08927,1.089345,639
2024-08-05 06:13:00,1.08933,1.09026,1.089295,1.090205,559
2024-08-05 06:14:00,1.090205,1.090705,1.090125,1.090295,512
2024-08-05 06:15:00,1.09028,1.09071,1.0902,1.09039,700
2024-08-05 06:16:00,1.09037,1.09085,1.09029,1.09072,558
2024-08-05 06:17:00,1.090695,1.09076,1.09053,1.090645,536
2024-08-05 06:18:00,1.09061,1.090885,1.090305,1.09053,495
2024-08-05 06:19:00,1.09053,1.09088,1.09031,1.090815,565
2024-08-05 06:20:00,1.09082,1.091115,1.09077,1.09089,704
2024-08-05 06:21:00,1.090895,1.091,1.090595,1.090675,532
2024-08-05 06:22:00,1.090665,1.09102,1.09066,1.090945,610
2024-08-05 06:23:00,1.090935,1.090985,1.090795,1.090825,492
