date,open,high,low,close,volume
2024-08-05 15:46:30,1.096425,1.09644,1.096235,1.096355,183
2024-08-05 15:47:00,1.09635,1.09642,1.09618,1.096215,196
2024-08-05 15:47:30,1.096205,1.09634,1.09617,1.09622,168
2024-08-05 15:48:00,1.096215,1.09626,1.09617,1.09625,156
2024-08-05 15:48:30,1.09624,1.09626,1.09613,1.096215,187
2024-08-05 15:49:00,1.09622,1.096245,1.096025,1.09611,199
2024-08-05 15:49:30,1.096115,1.096205,1.096075,1.096195,167
2024-08-05 15:50:00,1.09619,1.096265,1.09594,1.096035,180
2024-08-05 15:50:30,1.096035,1.09617,1.09597,1.096135,165
2024-08-05 15:51:00,1.09614,1.09622,1.095995,1.096175,257
2024-08-05 15:51:30,1.09618,1.096485,1.09617,1.09643,206
2024-08-05 15:52:00,1.09643,1.0966,1.09641,1.096555,220
2024-08-05 15:52:30,1.09655,1.09661,1.096475,1.096505,203
2024-08-05 15:53:00,1.096505,1.09655,1.09636,1.0964,267
2024-08-05 15:53:30,1.09639,1.09653,1.09639,1.09653,190
2024-08-05 15:54:00,1.096525,1.096545,1.096335,1.096335,234
2024-08-05 15:54:30,1.096335,1.096365,1.09602,1.09614,206
2024-08-05 15:55:00,1.096125,1.096125,1.09591,1.096055,174
2024-08-05 15:55:30,1.096055,1.096265,1.096035,1.096155,183
2024-08-05 15:56:00,1.096165,1.09631,1.096165,1.09622,196
2024-08-05 15:56:30,1.096215,1.096215,1.095995,1.09609,225
2024-08-05 15:57:00,1.096095,1.09647,1.096095,1.09645,184
2024-08-05 15:57:30,1.096445,1.096455,1.09606,1.096065,206
2024-08-05 15:58:00,1.096055,1.096055,1.095875,1.095875,180
2024-08-05 15:58:30,1.095895,1.09591,1.09569,1.0958,182
2024-08-05 15:59:00,1.095795,1.095885,1.095695,1.095775,207
2024-08-05 15:59:30,1.095775,1.09583,1.09559,1.09563,161
2024-08-05 16:00:00,1.09562,1.095715,1.095555,1.095685,177
2024-08-05 16:00:30,1.09569,1.095825,1.095595,1.095715,159
2024-08-05 16:01:00,1.09572,1.095815,1.09563,1.095795,162
2024-08-05 16:01:30,1.095805,1.09583,1.09575,1.095805,131
2024-08-05 16:02:00,1.095805,1.09601,1.09576,1.09597,202
2024-08-05 16:02:30,1.09596,1.096095,1.0959,1.096035,188
2024-08-05 16:03:00,1.09603,1.096085,1.095945,1.09597,208
2024-08-05 16:03:30,1.09597,1.096085,1.095925,1.095985,214
2024-08-05 16:04:00,1.09598,1.09602,1.09577,1.095785,223
2024-08-05 16:04:30,1.095795,1.09586,1.095725,1.095815,162
2024-08-05 16:05:00,1.095815,1.095815,1.0954,1.09542,195
2024-08-05 16:05:30,1.095425,1.0955,1.09533,1.09535,198
2024-08-05 16:06:00,1.09536,1.095435,1.0953,1.09541,252
2024-08-05 16:06:30,1.09541,1.09551,1.09533,1.095335,251
2024-08-05 16:07:00,1.09533,1.095425,1.095225,1.09542,217
2024-08-05 16:07:30,1.09543,1.0955,1.09541,1.09543,148
2024-08-05 16:08:00,1.095425,1.09547,1.09531,1.09546,233
2024-08-05 16:08:30,1.09546,1.09549,1.09525,1.09528,165
2024-08-05 16:09:00,1.095275,1.0953,1.095175,1.09519,198
2024-08-05 16:09:30,1.09518,1.0953,1.095145,1.095155,209
2024-08-05 16:10:00,1.09516,1.095185,1.094995,1.09502,241
2024-08-05 16:10:30,1.09502,1.09512,1.094905,1.094955,264
2024-08-05 16:11:00,1.09497,1.094975,1.094765,1.094845,237
2024-08-05 16:11:30,1.09486,1.094965,1.09476,1.094945,207
2024-08-05 16:12:00,1.09494,1.09517,1.09494,1.09502,198
2024-08-05 16:12:30,1.095015,1.09524,1.094955,1.095225,259
2024-08-05 16:13:00,1.095215,1.0953,1.095135,1.09521,243
2024-08-05 16:13:30,1.0952,1.095225,1.09503,1.095165,223
2024-08-05 16:14:00,1.09517,1.095235,1.09509,1.095195,183
2024-08-05 16:14:30,1.095195,1.095205,1.095075,1.095205,149
2024-08-05 16:15:00,1.09521,1.09548,1.09515,1.095395,199
2024-08-05 16:15:30,1.0954,1.09544,1.09526,1.09542,187
2024-08-05 16:16:00,1.095425,1.095475,1.09537,1.09542,220
2024-08-05 16:16:30,1.095415,1.09549,1.09539,1.09546,192
2024-08-05 16:17:00,1.09547,1.09563,1.09542,1.09562,200
2024-08-05 16:17:30,1.095625,1.09574,1.095625,1.095725,208
2024-08-05 16:18:00,1.09573,1.095755,1.095625,1.09565,197
2024-08-05 16:18:30,1.095655,1.095675,1.095495,1.0955,169
2024-08-05 16:19:00,1.095515,1.095535,1.09536,1.09541,168
2024-08-05 16:19:30,1.09541,1.09562,1.095375,1.095575,206
2024-08-05 16:20:00,1.095595,1.095715,1.09551,1.095575,199
2024-08-05 16:20:30,1.09557,1.09559,1.095445,1.095555,175
2024-08-05 16:21:00,1.095575,1.0957,1.09557,1.09568,170
2024-08-05 16:21:30,1.095675,1.09568,1.09546,1.09557,130
2024-08-05 16:22:00,1.095575,1.095765,1.09557,1.095765,202
2024-08-05 16:22:30,1.095775,1.09589,1.095485,1.0956,200
2024-08-05 16:23:00,1.0956,1.09568,1.09555,1.095655,273
2024-08-05 16:23:30,1.095645,1.09587,1.095625,1.09571,196
2024-08-05 16:24:00,1.09572,1.095835,1.095715,1.09577,160
2024-08-05 16:24:30,1.09577,1.096,1.09575,1.095905,203
2024-08-05 16:25:00,1.0959,1.096045,1.095885,1.095885,158
2024-08-05 16:25:30,1.09589,1.095925,1.095795,1.09586,137
2024-08-05 16:26:00,1.095855,1.09587,1.09567,1.095745,222
2024-08-05 16:26:30,1.09575,1.095995,1.09575,1.09596,220
2024-08-05 16:27:00,1.09597,1.09603,1.095745,1.095745,254
2024-08-05 16:27:30,1.09574,1.09578,1.095655,1.09572,189
2024-08-05 16:28:00,1.09573,1.09586,1.095705,1.095745,163
2024-08-05 16:28:30,1.09574,1.09588,1.095705,1.09578,154
2024-08-05 16:29:00,1.095775,1.095825,1.095675,1.09572,191
2024-08-05 16:29:30,1.095725,1.095725,1.09561,1.095685,159
2024-08-05 16:30:00,1.095675,1.09584,1.095675,1.09583,147
2024-08-05 16:30:30,1.095825,1.095825,1.09563,1.095685,162
2024-08-05 16:31:00,1.095695,1.095695,1.095545,1.09564,185
2024-08-05 16:31:30,1.095645,1.095825,1.09563,1.09581,177
2024-08-05 16:32:00,1.095825,1.095915,1.09573,1.095865,209
2024-08-05 16:32:30,1.09589,1.095905,1.095775,1.095775,189
2024-08-05 16:33:00,1.09578,1.09579,1.0956,1.095605,176
2024-08-05 16:33:30,1.0956,1.09567,1.095525,1.095665,163
2024-08-05 16:34:00,1.095675,1.09568,1.09555,1.095555,149
2024-08-05 16:34:30,1.095565,1.095715,1.09552,1.09561,128
2024-08-05 16:35:00,1.095605,1.095665,1.095535,1.09565,175
2024-08-05 16:35:30,1.09564,1.095725,1.09552,1.09553,149
2024-08-05 16:36:00,1.095525,1.095645,1.09549,1.095505,142
2024-08-05 16:36:30,1.095505,1.0956,1.09547,1.09552,162
2024-08-05 16:37:00,1.095515,1.09558,1.095465,1.09553,161
2024-08-05 16:37:30,1.095545,1.09566,1.095535,1.095565,139
2024-08-05 16:38:00,1.09556,1.095725,1.09556,1.095645,170
2024-08-05 16:38:30,1.095635,1.09578,1.09563,1.09563,165
2024-08-05 16:39:00,1.095635,1.095645,1.095525,1.09556,141
2024-08-05 16:39:30,1.09554,1.09581,1.09554,1.0958,162
2024-08-05 16:40:00,1.095795,1.09593,1.09578,1.09592,130
2024-08-05 16:40:30,1.095925,1.096065,1.09591,1.096025,224
2024-08-05 16:41:00,1.096015,1.096025,1.095855,1.09601,178
2024-08-05 16:41:30,1.096015,1.09602,1.095815,1.095835,192
2024-08-05 16:42:00,1.09584,1.09597,1.095775,1.09593,176
2024-08-05 16:42:30,1.09593,1.09596,1.095795,1.09582,181
2024-08-05 16:43:00,1.09583,1.09595,1.09572,1.095945,136
2024-08-05 16:43:30,1.095935,1.096035,1.0959,1.095925,127
2024-08-05 16:44:00,1.095895,1.09598,1.095865,1.095965,185
2024-08-05 16:44:30,1.09596,1.09596,1.095835,1.09596,158
2024-08-05 16:45:00,1.095955,1.09596,1.09581,1.095915,181
2024-08-05 16:45:30,1.095905,1.095985,1.095825,1.09597,221
2024-08-05 16:46:00,1.095965,1.09607,1.09589,1.096015,189
2024-08-05 16:46:30,1.09602,1.09604,1.095865,1.09588,240
2024-08-05 16:47:00,1.095875,1.095945,1.095795,1.095835,216
2024-08-05 16:47:30,1.09583,1.095845,1.09572,1.095795,160
2024-08-05 16:48:00,1.095795,1.095815,1.09573,1.095815,141
2024-08-05 16:48:30,1.09581,1.095885,1.095715,1.095725,193
2024-08-05 16:49:00,1.09574,1.095885,1.095705,1.095875,131
2024-08-05 16:49:30,1.09588,1.09596,1.095875,1.09596,111
2024-08-05 16:50:00,1.09598,1.096,1.095735,1.095775,255
2024-08-05 16:50:30,1.095785,1.095835,1.095735,1.09581,194
2024-08-05 16:51:00,1.095825,1.095945,1.09578,1.09594,193
2024-08-05 16:51:30,1.09593,1.09594,1.0958,1.09583,186
2024-08-05 16:52:00,1.09582,1.095865,1.09576,1.095855,162
2024-08-05 16:52:30,1.095845,1.09588,1.0958,1.09588,118
2024-08-05 16:53:00,1.09588,1.096065,1.09588,1.09605,128
2024-08-05 16:53:30,1.09604,1.096065,1.095855,1.095925,190
2024-08-05 16:54:00,1.095925,1.095925,1.095705,1.095725,166
2024-08-05 16:54:30,1.095725,1.09585,1.095725,1.095775,184
2024-08-05 16:55:00,1.095775,1.095815,1.09571,1.095725,270
2024-08-05 16:55:30,1.09573,1.09584,1.095725,1.09577,178
2024-08-05 16:56:00,1.09577,1.095825,1.095715,1.095725,188
2024-08-05 16:56:30,1.095735,1.09597,1.095715,1.095945,223
2024-08-05 16:57:00,1.09594,1.096015,1.09591,1.095995,240
2024-08-05 16:57:30,1.096005,1.096055,1.09597,1.096035,171
2024-08-05 16:58:00,1.09604,1.09611,1.095975,1.096055,227
2024-08-05 16:58:30,1.09605,1.096075,1.09601,1.09604,214
2024-08-05 16:59:00,1.09604,1.096115,1.095945,1.0961,222
2024-08-05 16:59:30,1.09609,1.096115,1.095975,1.09598,245
2024-08-05 17:00:00,1.095975,1.0962,1.095945,1.096185,206
2024-08-05 17:00:30,1.09619,1.09625,1.096145,1.096185,191
2024-08-05 17:01:00,1.096185,1.096435,1.096155,1.09643,177
2024-08-05 17:01:30,1.09644,1.096445,1.096185,1.096225,156
2024-08-05 17:02:00,1.096225,1.09639,1.09622,1.09632,163
2024-08-05 17:02:30,1.096325,1.096395,1.096195,1.0962,152
2024-08-05 17:03:00,1.096195,1.09622,1.096105,1.096215,161
2024-08-05 17:03:30,1.09622,1.09623,1.09607,1.096075,139
2024-08-05 17:04:00,1.09608,1.096095,1.095955,1.096015,211
2024-08-05 17:04:30,1.09602,1.096025,1.09587,1.095935,147
2024-08-05 17:05:00,1.095935,1.09604,1.09592,1.09599,177
2024-08-05 17:05:30,1.095995,1.09607,1.09596,1.09605,155
2024-08-05 17:06:00,1.09605,1.096125,1.096015,1.0961,171
2024-08-05 17:06:30,1.0961,1.09615,1.09604,1.096115,155
2024-08-05 17:07:00,1.09611,1.09613,1.096015,1.096125,161
2024-08-05 17:07:30,1.096125,1.096145,1.09599,1.09607,146
2024-08-05 17:08:00,1.096065,1.09616,1.096025,1.096055,186
2024-08-05 17:08:30,1.096055,1.0961,1.09599,1.09603,174
2024-08-05 17:09:00,1.09603,1.09615,1.095895,1.09592,131
2024-08-05 17:09:30,1.09592,1.096015,1.09592,1.09596,137
2024-08-05 17:10:00,1.095955,1.09607,1.09592,1.09605,149
2024-08-05 17:10:30,1.096055,1.0961,1.09595,1.09604,143
2024-08-05 17:11:00,1.09603,1.09607,1.09583,1.09588,187
2024-08-05 17:11:30,1.095885,1.09591,1.095855,1.095895,95
2024-08-05 17:12:00,1.095895,1.09591,1.09571,1.095715,116
2024-08-05 17:12:30,1.09571,1.09577,1.095675,1.09572,115
2024-08-05 17:13:00,1.09572,1.095775,1.09567,1.09576,96
2024-08-05 17:13:30,1.09576,1.09582,1.09568,1.095685,123
2024-08-05 17:14:00,1.0957,1.09579,1.095675,1.09572,138
2024-08-05 17:14:30,1.09573,1.09578,1.095695,1.09578,104
2024-08-05 17:15:00,1.09578,1.095955,1.095775,1.095895,165
2024-08-05 17:15:30,1.09588,1.09597,1.09583,1.095835,109
2024-08-05 17:16:00,1.09583,1.095845,1.09571,1.09572,160
2024-08-05 17:16:30,1.09572,1.09576,1.09568,1.095715,145
2024-08-05 17:17:00,1.095725,1.095785,1.09569,1.095785,132
2024-08-05 17:17:30,1.095785,1.09587,1.09574,1.095785,162
2024-08-05 17:18:00,1.095795,1.09582,1.09574,1.09582,180
2024-08-05 17:18:30,1.095815,1.095825,1.095735,1.09577,148
2024-08-05 17:19:00,1.095775,1.095785,1.09556,1.09556,171
2024-08-05 17:19:30,1.095535,1.09558,1.09543,1.095435,144
2024-08-05 17:20:00,1.095455,1.09567,1.09539,1.0955,211
2024-08-05 17:20:30,1.095495,1.09552,1.0954,1.095405,179
2024-08-05 17:21:00,1.095405,1.095425,1.09534,1.095405,153
2024-08-05 17:21:30,1.095415,1.09548,1.095415,1.095455,150
2024-08-05 17:22:00,1.09545,1.0955,1.095295,1.095345,182
2024-08-05 17:22:30,1.095345,1.09545,1.095295,1.09533,154
2024-08-05 17:23:00,1.09533,1.095375,1.09523,1.095335,186
2024-08-05 17:23:30,1.095345,1.09535,1.09524,1.09525,150
2024-08-05 17:24:00,1.095255,1.095355,1.095235,1.095345,198
2024-08-05 17:24:30,1.09534,1.095535,1.09534,1.095475,153
2024-08-05 17:25:00,1.095475,1.09554,1.095385,1.095535,129
