date,open,high,low,close,volume
2024-08-05 17:25:30,1.09554,1.095545,1.095465,1.095495,111
2024-08-05 17:26:00,1.09552,1.0957,1.09551,1.095685,155
2024-08-05 17:26:30,1.095685,1.095715,1.09545,1.095465,139
2024-08-05 17:27:00,1.09547,1.095545,1.0954,1.095455,180
2024-08-05 17:27:30,1.09547,1.095495,1.09542,1.095475,136
2024-08-05 17:28:00,1.095475,1.095495,1.09528,1.09534,142
2024-08-05 17:28:30,1.095345,1.095365,1.095235,1.095255,137
2024-08-05 17:29:00,1.095255,1.09531,1.095155,1.09524,131
2024-08-05 17:29:30,1.09523,1.09534,1.09516,1.09533,142
2024-08-05 17:30:00,1.095345,1.095435,1.09532,1.09533,152
2024-08-05 17:30:30,1.09534,1.095445,1.0953,1.09544,136
2024-08-05 17:31:00,1.09544,1.09544,1.09527,1.09528,184
2024-08-05 17:31:30,1.09528,1.095325,1.095205,1.09526,135
2024-08-05 17:32:00,1.09527,1.09527,1.095125,1.095125,132
2024-08-05 17:32:30,1.095135,1.095155,1.09503,1.095085,134
2024-08-05 17:33:00,1.09509,1.09511,1.09501,1.095065,146
2024-08-05 17:33:30,1.09506,1.0951,1.095025,1.095065,138
2024-08-05 17:34:00,1.09508,1.095105,1.09505,1.095065,140
2024-08-05 17:34:30,1.095065,1.095105,1.09498,1.095,128
2024-08-05 17:35:00,1.094985,1.094985,1.09485,1.094905,138
2024-08-05 17:35:30,1.09491,1.09492,1.09473,1.094805,185
2024-08-05 17:36:00,1.09481,1.09492,1.094735,1.094825,148
2024-08-05 17:36:30,1.094825,1.094965,1.09482,1.09494,104
2024-08-05 17:37:00,1.094955,1.09511,1.094955,1.095045,159
2024-08-05 17:37:30,1.095035,1.0951,1.09496,1.095075,130
2024-08-05 17:38:00,1.09508,1.09523,1.09505,1.09507,137
2024-08-05 17:38:30,1.09508,1.09514,1.094945,1.094955,115
2024-08-05 17:39:00,1.09495,1.09503,1.0949,1.095,125
2024-08-05 17:39:30,1.09501,1.09502,1.094905,1.094965,112
2024-08-05 17:40:00,1.094965,1.09507,1.09495,1.095005,122
2024-08-05 17:40:30,1.095,1.09511,1.095,1.095055,151
2024-08-05 17:41:00,1.09506,1.09511,1.095,1.095075,152
2024-08-05 17:41:30,1.095075,1.09511,1.094965,1.094985,143
2024-08-05 17:42:00,1.09499,1.09513,1.09494,1.095055,153
2024-08-05 17:42:30,1.09506,1.09511,1.09499,1.095095,143
2024-08-05 17:43:00,1.09508,1.09511,1.095005,1.09508,141
2024-08-05 17:43:30,1.09508,1.09511,1.09505,1.0951,131
2024-08-05 17:44:00,1.095105,1.09525,1.095095,1.09522,202
2024-08-05 17:44:30,1.0952,1.095295,1.095175,1.09521,153
2024-08-05 17:45:00,1.09521,1.095315,1.095185,1.09526,153
2024-08-05 17:45:30,1.095265,1.0953,1.09522,1.09529,155
2024-08-05 17:46:00,1.095295,1.09534,1.09524,1.095295,138
2024-08-05 17:46:30,1.09531,1.09533,1.095205,1.095325,141
2024-08-05 17:47:00,1.09533,1.095425,1.09527,1.095425,163
2024-08-05 17:47:30,1.09543,1.095445,1.095375,1.095425,145
2024-08-05 17:48:00,1.095425,1.095475,1.095365,1.095375,127
2024-08-05 17:48:30,1.095365,1.09539,1.09526,1.095325,128
2024-08-05 17:49:00,1.09534,1.095425,1.09534,1.09541,123
2024-08-05 17:49:30,1.09541,1.095445,1.095345,1.09541,168
2024-08-05 17:50:00,1.09541,1.09542,1.095335,1.09535,155
2024-08-05 17:50:30,1.09535,1.095455,1.09535,1.095435,93
2024-08-05 17:51:00,1.09543,1.095525,1.095415,1.09544,129
2024-08-05 17:51:30,1.09545,1.095485,1.09539,1.095475,137
2024-08-05 17:52:00,1.095465,1.095505,1.09545,1.0955,125
2024-08-05 17:52:30,1.09549,1.0956,1.09547,1.0955,174
2024-08-05 17:53:00,1.095495,1.09551,1.09542,1.095465,157
2024-08-05 17:53:30,1.09547,1.095515,1.095415,1.09551,147
2024-08-05 17:54:00,1.095515,1.09555,1.09546,1.095475,153
2024-08-05 17:54:30,1.09547,1.095505,1.09541,1.09548,120
2024-08-05 17:55:00,1.095475,1.095575,1.09547,1.095535,169
2024-08-05 17:55:30,1.09553,1.09554,1.095445,1.09547,171
2024-08-05 17:56:00,1.09547,1.09547,1.09541,1.095425,144
2024-08-05 17:56:30,1.09542,1.09542,1.095315,1.09532,144
2024-08-05 17:57:00,1.09532,1.09533,1.095225,1.09525,107
2024-08-05 17:57:30,1.095245,1.095285,1.09516,1.095275,145
2024-08-05 17:58:00,1.09527,1.09529,1.09521,1.095245,159
2024-08-05 17:58:30,1.095245,1.09537,1.095215,1.095335,150
2024-08-05 17:59:00,1.095335,1.095385,1.095295,1.09535,121
2024-08-05 17:59:30,1.09535,1.09537,1.095325,1.095335,141
2024-08-05 18:00:00,1.095335,1.095365,1.095315,1.095355,145
2024-08-05 18:00:30,1.09536,1.095485,1.09528,1.095285,190
2024-08-05 18:01:00,1.095295,1.09531,1.09513,1.09514,159
2024-08-05 18:01:30,1.095145,1.09524,1.09512,1.095145,168
2024-08-05 18:02:00,1.09514,1.095205,1.095105,1.095155,132
2024-08-05 18:02:30,1.09516,1.09522,1.095065,1.095165,180
2024-08-05 18:03:00,1.09516,1.09533,1.09516,1.095245,182
2024-08-05 18:03:30,1.09525,1.09535,1.095235,1.09531,146
2024-08-05 18:04:00,1.095305,1.095365,1.09528,1.095345,151
2024-08-05 18:04:30,1.095335,1.09536,1.09527,1.09528,118
2024-08-05 18:05:00,1.09528,1.09532,1.09521,1.09527,145
2024-08-05 18:05:30,1.09526,1.09528,1.095215,1.09526,115
2024-08-05 18:06:00,1.09526,1.095275,1.09523,1.095245,112
2024-08-05 18:06:30,1.09525,1.09533,1.09522,1.095315,124
2024-08-05 18:07:00,1.09532,1.09533,1.095265,1.095315,135
2024-08-05 18:07:30,1.095315,1.095335,1.095265,1.095295,138
2024-08-05 18:08:00,1.095295,1.09544,1.09529,1.095425,172
2024-08-05 18:08:30,1.09543,1.095485,1.095385,1.0954,132
2024-08-05 18:09:00,1.095405,1.0955,1.095385,1.09549,182
2024-08-05 18:09:30,1.09549,1.0955,1.09542,1.095475,149
2024-08-05 18:10:00,1.09547,1.09551,1.09544,1.09548,119
2024-08-05 18:10:30,1.095485,1.095565,1.095465,1.09554,117
2024-08-05 18:11:00,1.09554,1.09566,1.09554,1.095585,81
2024-08-05 18:11:30,1.095585,1.095635,1.095535,1.095585,116
2024-08-05 18:12:00,1.09559,1.095635,1.09555,1.095625,147
2024-08-05 18:12:30,1.09562,1.095635,1.095575,1.09561,168
2024-08-05 18:13:00,1.0956,1.095625,1.09553,1.09559,187
2024-08-05 18:13:30,1.095595,1.095605,1.095515,1.09554,136
2024-08-05 18:14:00,1.095545,1.095545,1.095425,1.09549,174
2024-08-05 18:14:30,1.0955,1.095535,1.09541,1.095515,134
2024-08-05 18:15:00,1.095505,1.095595,1.095505,1.095535,142
2024-08-05 18:15:30,1.09553,1.095565,1.09548,1.09553,134
2024-08-05 18:16:00,1.095525,1.09559,1.09552,1.09558,182
2024-08-05 18:16:30,1.095575,1.0956,1.095545,1.095595,108
2024-08-05 18:17:00,1.0956,1.095655,1.09557,1.095615,129
2024-08-05 18:17:30,1.09561,1.0957,1.09561,1.095655,147
2024-08-05 18:18:00,1.09564,1.095695,1.09564,1.09568,127
2024-08-05 18:18:30,1.09568,1.095695,1.09556,1.09557,156
2024-08-05 18:19:00,1.095565,1.095695,1.095555,1.09568,99
2024-08-05 18:19:30,1.095685,1.09569,1.09563,1.09564,107
2024-08-05 18:20:00,1.095625,1.0957,1.095625,1.09566,100
2024-08-05 18:20:30,1.095665,1.09575,1.09565,1.09573,97
2024-08-05 18:21:00,1.095725,1.09576,1.09569,1.09569,109
2024-08-05 18:21:30,1.095675,1.09569,1.0956,1.09561,104
2024-08-05 18:22:00,1.095615,1.095665,1.09561,1.095655,109
2024-08-05 18:22:30,1.095655,1.095655,1.095555,1.09558,113
2024-08-05 18:23:00,1.09558,1.0957,1.095535,1.095675,136
2024-08-05 18:23:30,1.095685,1.095745,1.095665,1.095725,112
2024-08-05 18:24:00,1.095725,1.09574,1.095665,1.095665,117
2024-08-05 18:24:30,1.095665,1.095685,1.095595,1.09564,110
2024-08-05 18:25:00,1.095645,1.095705,1.095635,1.095705,134
2024-08-05 18:25:30,1.095705,1.09575,1.09569,1.095735,107
2024-08-05 18:26:00,1.09573,1.09573,1.09564,1.095695,165
2024-08-05 18:26:30,1.09569,1.09573,1.09563,1.095635,172
2024-08-05 18:27:00,1.095645,1.09568,1.095555,1.095565,196
2024-08-05 18:27:30,1.095565,1.09558,1.0955,1.09551,143
2024-08-05 18:28:00,1.09551,1.0956,1.09548,1.095585,130
2024-08-05 18:28:30,1.09558,1.095605,1.09557,1.09558,135
2024-08-05 18:29:00,1.09558,1.09558,1.095505,1.095535,130
2024-08-05 18:29:30,1.095535,1.095565,1.09545,1.095495,130
2024-08-05 18:30:00,1.09549,1.0956,1.09549,1.09559,124
2024-08-05 18:30:30,1.0956,1.095695,1.095585,1.095675,102
2024-08-05 18:31:00,1.09567,1.0957,1.095585,1.095605,170
2024-08-05 18:31:30,1.09561,1.095645,1.095585,1.095625,163
2024-08-05 18:32:00,1.09562,1.09567,1.09562,1.09564,165
2024-08-05 18:32:30,1.09565,1.095685,1.09563,1.095685,166
2024-08-05 18:33:00,1.095675,1.09568,1.09558,1.095595,171
2024-08-05 18:33:30,1.095585,1.095625,1.09557,1.09559,149
2024-08-05 18:34:00,1.09558,1.095585,1.095445,1.095495,122
2024-08-05 18:34:30,1.0955,1.0955,1.09545,1.09545,99
2024-08-05 18:35:00,1.095445,1.095505,1.09543,1.095485,124
2024-08-05 18:35:30,1.095485,1.095505,1.095465,1.095475,140
2024-08-05 18:36:00,1.09548,1.09555,1.095475,1.09555,148
2024-08-05 18:36:30,1.09555,1.0956,1.09553,1.09557,113
2024-08-05 18:37:00,1.095565,1.095585,1.09553,1.09553,125
2024-08-05 18:37:30,1.09553,1.09562,1.0955,1.09558,135
2024-08-05 18:38:00,1.09558,1.09569,1.095565,1.09559,157
2024-08-05 18:38:30,1.095585,1.09559,1.095495,1.095545,141
2024-08-05 18:39:00,1.095545,1.095595,1.095465,1.09557,156
2024-08-05 18:39:30,1.095565,1.09561,1.095525,1.09554,129
2024-08-05 18:40:00,1.095535,1.09555,1.09544,1.09544,150
2024-08-05 18:40:30,1.09544,1.095495,1.09542,1.09549,149
2024-08-05 18:41:00,1.095485,1.09551,1.09545,1.095495,144
2024-08-05 18:41:30,1.0955,1.095585,1.09549,1.09555,87
2024-08-05 18:42:00,1.095545,1.095575,1.09553,1.09555,133
2024-08-05 18:42:30,1.095555,1.09557,1.09547,1.09549,170
2024-08-05 18:43:00,1.095485,1.095495,1.09545,1.095475,132
2024-08-05 18:43:30,1.095475,1.095505,1.095465,1.0955,119
2024-08-05 18:44:00,1.09549,1.095495,1.095435,1.09548,135
2024-08-05 18:44:30,1.09548,1.09548,1.09538,1.09542,147
2024-08-05 18:45:00,1.095415,1.09542,1.09533,1.09536,180
2024-08-05 18:45:30,1.095365,1.095375,1.095305,1.095305,134
2024-08-05 18:46:00,1.095315,1.095375,1.095305,1.09534,200
2024-08-05 18:46:30,1.095335,1.095345,1.095265,1.095335,112
2024-08-05 18:47:00,1.09534,1.09534,1.09525,1.09527,123
2024-08-05 18:47:30,1.09528,1.095395,1.09527,1.09538,197
2024-08-05 18:48:00,1.09538,1.095385,1.095295,1.09533,147
2024-08-05 18:48:30,1.095325,1.095325,1.09524,1.095285,172
2024-08-05 18:49:00,1.095275,1.095345,1.095275,1.09533,149
2024-08-05 18:49:30,1.095335,1.095335,1.095235,1.09527,138
2024-08-05 18:50:00,1.09527,1.09532,1.095255,1.095285,108
2024-08-05 18:50:30,1.0953,1.09534,1.09525,1.095275,133
2024-08-05 18:51:00,1.095275,1.095305,1.09521,1.095305,162
2024-08-05 18:51:30,1.095295,1.09531,1.09524,1.0953,114
2024-08-05 18:52:00,1.09529,1.095345,1.095265,1.0953,137
2024-08-05 18:52:30,1.09531,1.09535,1.095265,1.095285,103
2024-08-05 18:53:00,1.095285,1.09531,1.095235,1.095285,188
2024-08-05 18:53:30,1.095285,1.09531,1.09524,1.095285,97
2024-08-05 18:54:00,1.09528,1.09528,1.095155,1.095155,100
2024-08-05 18:54:30,1.095155,1.09519,1.09513,1.09518,84
2024-08-05 18:55:00,1.09517,1.095175,1.09508,1.09516,106
2024-08-05 18:55:30,1.09516,1.095205,1.09516,1.0952,97
2024-08-05 18:56:00,1.0952,1.095205,1.095125,1.0952,98
2024-08-05 18:56:30,1.0952,1.0952,1.0951,1.095125,96
2024-08-05 18:57:00,1.095115,1.095185,1.095115,1.095165,103
2024-08-05 18:57:30,1.095155,1.095185,1.09509,1.095185,158
2024-08-05 18:58:00,1.09518,1.09518,1.094935,1.09495,99
2024-08-05 18:58:30,1.09495,1.095,1.0949,1.0949,139
2024-08-05 18:59:00,1.094905,1.09501,1.0949,1.09496,132
2024-08-05 18:59:30,1.094965,1.095165,1.09496,1.095125,170
2024-08-05 19:00:00,1.095125,1.09522,1.095095,1.09521,149
2024-08-05 19:00:30,1.09522,1.095325,1.09522,1.09529,124
2024-08-05 19:01:00,1.09529,1.09537,1.095265,1.09536,122
2024-08-05 19:01:30,1.09537,1.09537,1.095215,1.09528,99
2024-08-05 19:02:00,1.09528,1.09534,1.0952,1.09534,130
2024-08-05 19:02:30,1.09535,1.09539,1.095275,1.095275,130
2024-08-05 19:03:00,1.095275,1.095315,1.095205,1.0953,112
2024-08-05 19:03:30,1.0953,1.09536,1.09528,1.095335,105
2024-08-05 19:04:00,1.095335,1.095355,1.095265,1.095355,108
2024-08-05 19:04:30,1.095355,1.095435,1.095315,1.095435,99
2024-08-05 19:05:00,1.095435,1.095445,1.095355,1.095385,112
2024-08-05 19:05:30,1.09539,1.09539,1.095355,1.095375,102
